NAVIGATOR-0a93cb20-f984-11ec-8399-a997047129ff-PAYMENT_PAID	payment-paid-file-creation#2022-07-07T02:00:45.417Z
NAVIGATOR-17804730-f977-11ec-9973-fdafd6db12b0-PAYMENT_PAID	payment-paid-file-creation#2022-07-07T02:00:45.417Z
NAVIGATOR-1813f420-f955-11ec-8ca0-c174e4b615a0-PAYMENT_PAID	payment-paid-file-creation#2022-07-07T02:00:45.417Z
NAVIGATOR-354c6390-f93e-11ec-a4af-cbb1f473d661-PAYMENT_PAID	payment-paid-file-creation#2022-07-07T02:00:45.417Z
NAVIGATOR-410c1710-f93f-11ec-bf69-294ca349010f-PAYMENT_PAID	payment-paid-file-creation#2022-07-07T02:00:45.417Z
NAVIGATOR-828803c0-f94e-11ec-a368-6f18e5ebd505-PAYMENT_PAID	payment-paid-file-creation#2022-07-07T02:00:45.417Z
NAVIGATOR-9efaccb0-f94c-11ec-aba1-63f4477af8d5-PAYMENT_PAID	payment-paid-file-creation#2022-07-07T02:00:45.417Z
NAVIGATOR-d31e8b90-f95a-11ec-b298-e3cf13bf736c-PAYMENT_PAID	payment-paid-file-creation#2022-07-07T02:00:45.417Z
NAVIGATOR-e117f380-f93c-11ec-a2b5-07cc30f92070-PAYMENT_PAID	payment-paid-file-creation#2022-07-07T02:00:45.417Z
NAVIGATOR-ea9cd130-f948-11ec-9166-37c7a0cfee77-PAYMENT_PAID	payment-paid-file-creation#2022-07-07T02:00:45.417Z
NAVIGATOR-f0ec2c90-f937-11ec-b5a1-efa00d752067-PAYMENT_PAID	payment-paid-file-creation#2022-07-07T02:00:45.417Z
NAVIGATOR-f4361ce0-f936-11ec-98ed-41f90bfa3657-PAYMENT_PAID	payment-paid-file-creation#2022-07-07T02:00:45.417Z
1100001144	payment-paid-rejected-response#2022-07-07T09:00:49.179Z
1100001145	payment-paid-rejected-response#2022-07-07T09:00:49.179Z
1100001146	payment-paid-rejected-response#2022-07-07T09:00:49.179Z
1100001147	payment-paid-rejected-response#2022-07-07T09:00:49.179Z
1100001148	payment-paid-rejected-response#2022-07-07T09:00:49.179Z
1100001149	payment-paid-rejected-response#2022-07-07T09:00:49.179Z
1100001150	payment-paid-rejected-response#2022-07-07T09:00:49.179Z
1100001151	payment-paid-rejected-response#2022-07-07T09:00:49.179Z
1100001152	payment-paid-rejected-response#2022-07-07T09:00:49.179Z
1100001153	payment-paid-rejected-response#2022-07-07T09:00:49.179Z
1100001154	payment-paid-rejected-response#2022-07-07T09:00:49.179Z
1100001155	payment-paid-rejected-response#2022-07-07T09:00:49.179Z
1100001144	payment-issued-response-accepted#2022-07-07T07:00:31.752Z
1100001145	payment-issued-response-accepted#2022-07-07T07:00:31.752Z
1100001146	payment-issued-response-accepted#2022-07-07T07:00:31.752Z
1100001147	payment-issued-response-accepted#2022-07-07T07:00:31.752Z
1100001148	payment-issued-response-accepted#2022-07-07T07:00:31.752Z
1100001149	payment-issued-response-accepted#2022-07-07T07:00:31.752Z
1100001150	payment-issued-response-accepted#2022-07-07T07:00:31.752Z
1100001151	payment-issued-response-accepted#2022-07-07T07:00:31.752Z
1100001152	payment-issued-response-accepted#2022-07-07T07:00:31.752Z
1100001153	payment-issued-response-accepted#2022-07-07T07:00:31.752Z
1100001154	payment-issued-response-accepted#2022-07-07T07:00:31.752Z
1100001155	payment-issued-response-accepted#2022-07-07T07:00:31.752Z
N000000123	payment-issued-response-accepted#2022-07-07T07:00:31.752Z
0000501210	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501211	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501212	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501213	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501215	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501216	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501217	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501218	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501220	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501222	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501223	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501225	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501228	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501229	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501230	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501231	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501232	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501234	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501236	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501239	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501241	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501243	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501244	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501247	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501249	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501251	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501256	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501260	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501262	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501266	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501268	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501273	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501275	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501276	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501277	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501279	payment-reversal-response#2022-07-07T08:00:32.969Z
0000501280	payment-reversal-response#2022-07-07T08:00:32.969Z
